,date,date_lab,who_region,who_region_long,country,iso3,cases,confirmed_cases,severe_cases,deaths,cfr,prop_sev,cfr_ci_lower,cfr_ci_upper,prop_sev_ci_lower,prop_sev_ci_upper
1775,2017-04-01,Apr 2017,AMR,Region of the Americas,Belize,BLZ,128.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02840805344354391,0.0,0.02840805344354391
1776,2017-04-01,Apr 2017,AMR,Region of the Americas,Bermuda,BMU,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
1777,2017-04-01,Apr 2017,AMR,Region of the Americas,Bolivia (Plurinational State of),BOL,1981.0,106.0,19.0,1.0,0.0005047955577990914,0.009591115598182737,1.278023533577646e-05,0.00280929766506196,0.005784074861686693,0.01493735713268152
1778,2017-04-01,Apr 2017,AMR,Region of the Americas,"Bonaire, Saint Eustatius and Saba",BES,,,,,,,,,,
1779,2017-04-01,Apr 2017,AMR,Region of the Americas,Brazil,BRA,70252.0,24591.0,42.0,29.0,0.0004127996355975631,0.0005978477481068154,0.0002764752758225198,0.0005927957619833863,0.0004309089830749585,0.0008080315105313232
1780,2017-04-01,Apr 2017,AMR,Region of the Americas,British Virgin Islands,VGB,,,,,,,,,,
1781,2017-04-01,Apr 2017,AMR,Region of the Americas,Canada,CAN,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
1782,2017-04-01,Apr 2017,AMR,Region of the Americas,Cayman Islands,CYM,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975,0.0,0.975
1783,2017-04-01,Apr 2017,AMR,Region of the Americas,Chile,CHL,,,,,,,,,,
1784,2017-04-01,Apr 2017,AMR,Region of the Americas,Colombia,COL,1822.0,662.0,13.0,0.0,0.0,0.007135016465422613,0.0,0.002022583787814552,0.003804404783540134,0.01217019055870527
1785,2017-04-01,Apr 2017,AMR,Region of the Americas,Costa Rica,CRI,210.0,,0.0,0.0,0.0,0.0,0.0,0.01741270826786367,0.0,0.01741270826786367
1786,2017-04-01,Apr 2017,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,
1787,2017-04-01,Apr 2017,AMR,Region of the Americas,Curaçao,CUW,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
1788,2017-04-01,Apr 2017,AMR,Region of the Americas,Dominica,DMA,,,,,,,,,,
1789,2017-04-01,Apr 2017,AMR,Region of the Americas,Dominican Republic,DOM,76.0,0.0,5.0,0.0,0.0,0.06578947368421052,0.0,0.04737875386693069,0.02170507787769828,0.1468903847163904
1790,2017-04-01,Apr 2017,AMR,Region of the Americas,Ecuador,ECU,2122.0,2122.0,3.0,1.0,0.000471253534401508,0.001413760603204524,1.193103532052729e-05,0.002622830024724054,0.0002916463718498945,0.004125997209461239
1791,2017-04-01,Apr 2017,AMR,Region of the Americas,El Salvador,SLV,244.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01500464978834981,0.0,0.01500464978834981
1792,2017-04-01,Apr 2017,AMR,Region of the Americas,French Guiana,GUF,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02210878298167107,0.0,0.02210878298167107
1793,2017-04-01,Apr 2017,AMR,Region of the Americas,Grenada,GRD,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.1684334709830854,0.0,0.1684334709830854
1794,2017-04-01,Apr 2017,AMR,Region of the Americas,Guadeloupe,GLP,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1157033082220278,0.0,0.1157033082220278
1795,2017-04-01,Apr 2017,AMR,Region of the Americas,Guatemala,GTM,284.0,,0.0,0.0,0.0,0.0,0.0,0.0129050189999258,0.0,0.0129050189999258
1796,2017-04-01,Apr 2017,AMR,Region of the Americas,Guyana,GUY,,,,,,,,,,
1797,2017-04-01,Apr 2017,AMR,Region of the Americas,Haiti,HTI,,,,,,,,,,
1798,2017-04-01,Apr 2017,AMR,Region of the Americas,Honduras,HND,360.0,0.0,5.0,0.0,0.0,0.01388888888888889,0.0,0.01019456688201237,0.004524655905329439,0.03211275835643734
1799,2017-04-01,Apr 2017,AMR,Region of the Americas,Jamaica,JAM,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3694166475528192,0.0,0.3694166475528192
1800,2017-04-01,Apr 2017,AMR,Region of the Americas,Martinique,MTQ,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1950643229690932,0.0,0.1950643229690932
1801,2017-04-01,Apr 2017,AMR,Region of the Americas,Mexico,MEX,2244.0,244.0,11.0,0.0,0.0,0.004901960784313725,0.0,0.001642535234774021,0.002449504368375233,0.008753997138372438
1802,2017-04-01,Apr 2017,AMR,Region of the Americas,Montserrat,MSR,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
1803,2017-04-01,Apr 2017,AMR,Region of the Americas,Nicaragua,NIC,4539.0,170.0,,0.0,0.0,,0.0,0.0008123773672762223,,
1804,2017-04-01,Apr 2017,AMR,Region of the Americas,Panama,PAN,214.0,94.0,4.0,0.0,0.0,0.01869158878504673,0.0,0.01709003437446599,0.005115734522079815,0.04716382100862448
1805,2017-04-01,Apr 2017,AMR,Region of the Americas,Paraguay,PRY,395.0,75.0,0.0,0.0,0.0,0.0,0.0,0.009295462904318486,0.0,0.009295462904318486
1806,2017-04-01,Apr 2017,AMR,Region of the Americas,Peru,PER,11978.0,3520.0,35.0,11.0,0.0009183503088996493,0.002922023710135248,0.0004585234809261606,0.001642586879125686,0.002036114834224583,0.004061506853656443
1807,2017-04-01,Apr 2017,AMR,Region of the Americas,Puerto Rico,PRI,-2.0,-2.0,0.0,0.0,,,,,,
1808,2017-04-01,Apr 2017,AMR,Region of the Americas,Saint Barthélemy,BLM,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3362671168799429,0.0,0.3362671168799429
1809,2017-04-01,Apr 2017,AMR,Region of the Americas,Saint Kitts and Nevis,KNA,,,,,,,,,,
1810,2017-04-01,Apr 2017,AMR,Region of the Americas,Saint Lucia,LCA,,,,,,,,,,
1811,2017-04-01,Apr 2017,AMR,Region of the Americas,Saint Martin (French part),MAF,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.841886116991581,0.0,0.841886116991581
1812,2017-04-01,Apr 2017,AMR,Region of the Americas,Saint Vincent and the Grenadines,VCT,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
1813,2017-04-01,Apr 2017,AMR,Region of the Americas,Sint Maarten (Dutch part),SXM,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
1814,2017-04-01,Apr 2017,AMR,Region of the Americas,Suriname,SUR,,,,,,,,,,
1815,2017-04-01,Apr 2017,AMR,Region of the Americas,Trinidad and Tobago,TTO,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3084971078187608,0.0,0.3084971078187608
1816,2017-04-01,Apr 2017,AMR,Region of the Americas,Turks and Caicos Islands,TCA,103.0,103.0,0.0,0.0,0.0,0.0,0.0,0.03518061757434021,0.0,0.03518061757434021
1817,2017-04-01,Apr 2017,AMR,Region of the Americas,United States Virgin Islands,VIR,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
1818,2017-04-01,Apr 2017,AMR,Region of the Americas,United States of America,USA,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.2646484693970511,0.0,0.2646484693970511
1819,2017-04-01,Apr 2017,AMR,Region of the Americas,Uruguay,URY,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
1820,2017-04-01,Apr 2017,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),VEN,468.0,91.0,22.0,0.0,0.0,0.04700854700854701,0.0,0.007851237810452383,0.02969106972178824,0.07030894370773677
1821,2017-04-01,Apr 2017,SEAR,South-East Asia Region,Nepal,NPL,0.0,,,,,,,,,
1822,2017-04-01,Apr 2017,SEAR,South-East Asia Region,Sri Lanka,LKA,12574.0,,,,,,,,,
1823,2017-04-01,Apr 2017,SEAR,South-East Asia Region,Thailand,THA,1174.0,,,,,,,,,
1824,2017-05-01,May 2017,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,
1825,2017-05-01,May 2017,AMR,Region of the Americas,Antigua and Barbuda,ATG,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
1826,2017-05-01,May 2017,AMR,Region of the Americas,Argentina,ARG,196.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0186448079493301,0.0,0.0186448079493301
1827,2017-05-01,May 2017,AMR,Region of the Americas,Aruba,ABW,,,,,,,,,,
1828,2017-05-01,May 2017,AMR,Region of the Americas,Bahamas,BHS,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6023646356164746,0.0,0.6023646356164746
1829,2017-05-01,May 2017,AMR,Region of the Americas,Barbados,BRB,58.0,6.0,0.0,0.0,0.0,0.0,0.0,0.06162100890391986,0.0,0.06162100890391986
1830,2017-05-01,May 2017,AMR,Region of the Americas,Belize,BLZ,118.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0307780960741445,0.0,0.0307780960741445
1831,2017-05-01,May 2017,AMR,Region of the Americas,Bermuda,BMU,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
1832,2017-05-01,May 2017,AMR,Region of the Americas,Bolivia (Plurinational State of),BOL,1068.0,41.0,7.0,0.0,0.0,0.006554307116104869,0.0,0.003448048759285658,0.002639112118010667,0.01345748810939795
1833,2017-05-01,May 2017,AMR,Region of the Americas,"Bonaire, Saint Eustatius and Saba",BES,,,,,,,,,,
1834,2017-05-01,May 2017,AMR,Region of the Americas,Brazil,BRA,71090.0,25688.0,48.0,29.0,0.0004079336052890702,0.0006752004501336334,0.0002732160232850026,0.0005858085816843483,0.0004978801672979246,0.0008951193486652867
1835,2017-05-01,May 2017,AMR,Region of the Americas,British Virgin Islands,VGB,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.2646484693970511,0.0,0.2646484693970511
1836,2017-05-01,May 2017,AMR,Region of the Americas,Canada,CAN,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
1837,2017-05-01,May 2017,AMR,Region of the Americas,Cayman Islands,CYM,,,,,,,,,,
1838,2017-05-01,May 2017,AMR,Region of the Americas,Chile,CHL,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.5218237501049814,0.0,0.5218237501049814
1839,2017-05-01,May 2017,AMR,Region of the Americas,Colombia,COL,2509.0,948.0,28.0,4.0,0.001594260661618175,0.01115982463132722,0.0004345478321339666,0.004076865605419795,0.007428077560923546,0.01608893951902446
1840,2017-05-01,May 2017,AMR,Region of the Americas,Costa Rica,CRI,481.0,,0.0,0.0,0.0,0.0,0.0,0.007639854866728468,0.0,0.007639854866728468
1841,2017-05-01,May 2017,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,
1842,2017-05-01,May 2017,AMR,Region of the Americas,Curaçao,CUW,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
1843,2017-05-01,May 2017,AMR,Region of the Americas,Dominica,DMA,,,,,,,,,,
1844,2017-05-01,May 2017,AMR,Region of the Americas,Dominican Republic,DOM,172.0,13.0,8.0,2.0,0.01162790697674419,0.04651162790697674,0.001411308653004434,0.04137085313604216,0.02029144396436737,0.08958712218096854
1845,2017-05-01,May 2017,AMR,Region of the Americas,Ecuador,ECU,2198.0,2198.0,2.0,2.0,0.0009099181073703367,0.0009099181073703367,0.0001102143060798419,0.003283032827619256,0.0001102143060798419,0.003283032827619256
1846,2017-05-01,May 2017,AMR,Region of the Americas,El Salvador,SLV,472.0,6.0,0.0,0.0,0.0,0.0,0.0,0.007784961564156423,0.0,0.007784961564156423
1847,2017-05-01,May 2017,AMR,Region of the Americas,French Guiana,GUF,,,,,,,,,,
1848,2017-05-01,May 2017,AMR,Region of the Americas,Grenada,GRD,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.1543725128155745,0.0,0.1543725128155745
1849,2017-05-01,May 2017,AMR,Region of the Americas,Guadeloupe,GLP,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1684334709830854,0.0,0.1684334709830854
1850,2017-05-01,May 2017,AMR,Region of the Americas,Guatemala,GTM,410.0,,0.0,0.0,0.0,0.0,0.0,0.008956912671660544,0.0,0.008956912671660544
1851,2017-05-01,May 2017,AMR,Region of the Americas,Guyana,GUY,,,,,,,,,,
1852,2017-05-01,May 2017,AMR,Region of the Americas,Haiti,HTI,,,,,,,,,,
1853,2017-05-01,May 2017,AMR,Region of the Americas,Honduras,HND,634.0,0.0,12.0,0.0,0.0,0.01892744479495268,0.0,0.005801527617300251,0.009817383952163711,0.03282884151047505
1854,2017-05-01,May 2017,AMR,Region of the Americas,Jamaica,JAM,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.218019360910534,0.0,0.218019360910534
1855,2017-05-01,May 2017,AMR,Region of the Americas,Martinique,MTQ,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7075982261787133,0.0,0.7075982261787133
1856,2017-05-01,May 2017,AMR,Region of the Americas,Mexico,MEX,3600.0,481.0,27.0,2.0,0.0005555555555555556,0.0075,6.728743774331174e-05,0.002005401934963283,0.004948196298483256,0.01089347769491722
1857,2017-05-01,May 2017,AMR,Region of the Americas,Montserrat,MSR,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
1858,2017-05-01,May 2017,AMR,Region of the Americas,Nicaragua,NIC,7028.0,179.0,,0.0,0.0,,0.0,0.0005247455190613172,,
1859,2017-05-01,May 2017,AMR,Region of the Americas,Panama,PAN,304.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0120611460742075,0.0,0.0120611460742075
1860,2017-05-01,May 2017,AMR,Region of the Americas,Paraguay,PRY,741.0,69.0,-1.0,0.0,0.0,,0.0,0.004965873953327194,,
1861,2017-05-01,May 2017,AMR,Region of the Americas,Peru,PER,34808.0,10007.0,98.0,30.0,0.0008618708342909676,0.002815444725350494,0.000581573819951086,0.001230147489934692,0.002286287203270883,0.003430068581485716
1862,2017-05-01,May 2017,AMR,Region of the Americas,Puerto Rico,PRI,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
1863,2017-05-01,May 2017,AMR,Region of the Americas,Saint Barthélemy,BLM,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6023646356164746,0.0,0.6023646356164746
1864,2017-05-01,May 2017,AMR,Region of the Americas,Saint Kitts and Nevis,KNA,,,,,,,,,,
1865,2017-05-01,May 2017,AMR,Region of the Americas,Saint Lucia,LCA,,,,,,,,,,
1866,2017-05-01,May 2017,AMR,Region of the Americas,Saint Martin (French part),MAF,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1371851715307125,0.0,0.1371851715307125
1867,2017-05-01,May 2017,AMR,Region of the Americas,Saint Vincent and the Grenadines,VCT,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
1868,2017-05-01,May 2017,AMR,Region of the Americas,Sint Maarten (Dutch part),SXM,,,,,,,,,,
1869,2017-05-01,May 2017,AMR,Region of the Americas,Suriname,SUR,,,,,,,,,,
1870,2017-05-01,May 2017,AMR,Region of the Americas,Trinidad and Tobago,TTO,,,,,,,,,,
1871,2017-05-01,May 2017,AMR,Region of the Americas,Turks and Caicos Islands,TCA,,,,,,,,,,
1872,2017-05-01,May 2017,AMR,Region of the Americas,United States Virgin Islands,VIR,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
1873,2017-05-01,May 2017,AMR,Region of the Americas,United States of America,USA,23.0,23.0,2.0,0.0,0.0,0.08695652173913043,0.0,0.1481851289152243,0.01070996603787589,0.280379335909411
1874,2017-05-01,May 2017,AMR,Region of the Americas,Uruguay,URY,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
1875,2017-05-01,May 2017,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),VEN,765.0,,43.0,0.0,0.0,0.05620915032679739,0.0,0.00481045715702469,0.04097388383760366,0.07496969781306573
1876,2017-05-01,May 2017,SEAR,South-East Asia Region,Nepal,NPL,2.0,,,,,,,,,
1877,2017-05-01,May 2017,SEAR,South-East Asia Region,Sri Lanka,LKA,16016.0,,,,,,,,,
1878,2017-05-01,May 2017,SEAR,South-East Asia Region,Thailand,THA,2230.0,,,,,,,,,
1879,2017-06-01,Jun 2017,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,
1880,2017-06-01,Jun 2017,AMR,Region of the Americas,Antigua and Barbuda,ATG,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
1881,2017-06-01,Jun 2017,AMR,Region of the Americas,Argentina,ARG,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.7075982261787133,0.0,0.7075982261787133
1882,2017-06-01,Jun 2017,AMR,Region of the Americas,Aruba,ABW,529.0,-7.0,0.0,,,0.0,,,0.0,0.006949050007485802
1883,2017-06-01,Jun 2017,AMR,Region of the Americas,Bahamas,BHS,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
1884,2017-06-01,Jun 2017,AMR,Region of the Americas,Barbados,BRB,51.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06977703074953867,0.0,0.06977703074953867
1885,2017-06-01,Jun 2017,AMR,Region of the Americas,Belize,BLZ,109.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03327666479850844,0.0,0.03327666479850844
1886,2017-06-01,Jun 2017,AMR,Region of the Americas,Bermuda,BMU,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
1887,2017-06-01,Jun 2017,AMR,Region of the Americas,Bolivia (Plurinational State of),BOL,245.0,11.0,1.0,0.0,0.0,0.004081632653061225,0.0,0.01494386622829214,0.0001033326525862552,0.02253035730788167
1888,2017-06-01,Jun 2017,AMR,Region of the Americas,"Bonaire, Saint Eustatius and Saba",BES,,,,,,,,,,
1889,2017-06-01,Jun 2017,AMR,Region of the Americas,Brazil,BRA,33335.0,11530.0,24.0,11.0,0.0003299835008249588,0.00071996400179991,0.000164737716478525,0.0005903547462278259,0.0004613472771684975,0.00107106119832052
1890,2017-06-01,Jun 2017,AMR,Region of the Americas,British Virgin Islands,VGB,,,,,,,,,,
1891,2017-06-01,Jun 2017,AMR,Region of the Americas,Canada,CAN,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
1892,2017-06-01,Jun 2017,AMR,Region of the Americas,Cayman Islands,CYM,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5218237501049814,0.0,0.5218237501049814
1893,2017-06-01,Jun 2017,AMR,Region of the Americas,Chile,CHL,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
1894,2017-06-01,Jun 2017,AMR,Region of the Americas,Colombia,COL,1857.0,776.0,22.0,1.0,0.0005385029617662897,0.01184706515885837,1.3633621646306e-05,0.002996655880843248,0.007438974876137571,0.01788194442584834
1895,2017-06-01,Jun 2017,AMR,Region of the Americas,Costa Rica,CRI,699.0,,0.0,0.0,0.0,0.0,0.0,0.005263466050535528,0.0,0.005263466050535528
1896,2017-06-01,Jun 2017,AMR,Region of the Americas,Cuba,CUB,270.0,270.0,0.0,0.0,0.0,0.0,0.0,0.01356960792115847,0.0,0.01356960792115847
1897,2017-06-01,Jun 2017,AMR,Region of the Americas,Curaçao,CUW,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
1898,2017-06-01,Jun 2017,AMR,Region of the Americas,Dominica,DMA,,,,,,,,,,
1899,2017-06-01,Jun 2017,AMR,Region of the Americas,Dominican Republic,DOM,118.0,0.0,9.0,0.0,0.0,0.07627118644067797,0.0,0.0307780960741445,0.03546855323567177,0.139851412442548
1900,2017-06-01,Jun 2017,AMR,Region of the Americas,Ecuador,ECU,1100.0,1100.0,0.0,-1.0,,0.0,,,0.0,0.003347909985986984
1901,2017-06-01,Jun 2017,AMR,Region of the Americas,El Salvador,SLV,468.0,10.0,0.0,0.0,0.0,0.0,0.0,0.007851237810452383,0.0,0.007851237810452383
1902,2017-06-01,Jun 2017,AMR,Region of the Americas,French Guiana,GUF,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01263971324131241,0.0,0.01263971324131241
1903,2017-06-01,Jun 2017,AMR,Region of the Americas,Grenada,GRD,,,,,,,,,,
1904,2017-06-01,Jun 2017,AMR,Region of the Americas,Guadeloupe,GLP,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1853019681378523,0.0,0.1853019681378523
1905,2017-06-01,Jun 2017,AMR,Region of the Americas,Guatemala,GTM,306.0,,0.0,0.0,0.0,0.0,0.0,0.01198278926601459,0.0,0.01198278926601459
1906,2017-06-01,Jun 2017,AMR,Region of the Americas,Guyana,GUY,,,,,,,,,,
1907,2017-06-01,Jun 2017,AMR,Region of the Americas,Haiti,HTI,,,,,,,,,,
1908,2017-06-01,Jun 2017,AMR,Region of the Americas,Honduras,HND,828.0,0.0,10.0,0.0,0.0,0.01207729468599034,0.0,0.004445258881691887,0.005806308676390298,0.02209810843819626
1909,2017-06-01,Jun 2017,AMR,Region of the Americas,Jamaica,JAM,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3084971078187608,0.0,0.3084971078187608
1910,2017-06-01,Jun 2017,AMR,Region of the Americas,Martinique,MTQ,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3362671168799429,0.0,0.3362671168799429
1911,2017-06-01,Jun 2017,AMR,Region of the Americas,Mexico,MEX,5220.0,700.0,28.0,0.0,0.0,0.005363984674329502,0.0,0.0007064322469250602,0.003567200284879684,0.007743188696176073
1912,2017-06-01,Jun 2017,AMR,Region of the Americas,Montserrat,MSR,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
1913,2017-06-01,Jun 2017,AMR,Region of the Americas,Nicaragua,NIC,7421.0,203.0,,1.0,0.000134752728742757,,3.411637892018434e-06,0.0007505629311913067,,
1914,2017-06-01,Jun 2017,AMR,Region of the Americas,Panama,PAN,584.0,294.0,0.0,0.0,0.0,0.0,0.0,0.006296666789643287,0.0,0.006296666789643287
1915,2017-06-01,Jun 2017,AMR,Region of the Americas,Paraguay,PRY,120.0,11.0,0.0,0.0,0.0,0.0,0.0,0.03027297257742012,0.0,0.03027297257742012
1916,2017-06-01,Jun 2017,AMR,Region of the Americas,Peru,PER,9133.0,3867.0,34.0,6.0,0.00065695828314902,0.003722763604511114,0.0002411290535140664,0.001429369027148219,0.002579458141142909,0.005198339359366638
1917,2017-06-01,Jun 2017,AMR,Region of the Americas,Puerto Rico,PRI,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
1918,2017-06-01,Jun 2017,AMR,Region of the Americas,Saint Barthélemy,BLM,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3362671168799429,0.0,0.3362671168799429
1919,2017-06-01,Jun 2017,AMR,Region of the Americas,Saint Kitts and Nevis,KNA,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6023646356164746,0.0,0.6023646356164746
1920,2017-06-01,Jun 2017,AMR,Region of the Americas,Saint Lucia,LCA,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.7075982261787133,0.0,0.7075982261787133
1921,2017-06-01,Jun 2017,AMR,Region of the Americas,Saint Martin (French part),MAF,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11218874692237,0.0,0.11218874692237
1922,2017-06-01,Jun 2017,AMR,Region of the Americas,Saint Vincent and the Grenadines,VCT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975,0.0,0.975
1923,2017-06-01,Jun 2017,AMR,Region of the Americas,Sint Maarten (Dutch part),SXM,,,,,,,,,,
1924,2017-06-01,Jun 2017,AMR,Region of the Americas,Suriname,SUR,,,,,,,,,,
1925,2017-06-01,Jun 2017,AMR,Region of the Americas,Trinidad and Tobago,TTO,37.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0948905874149899,0.0,0.0948905874149899
1926,2017-06-01,Jun 2017,AMR,Region of the Americas,Turks and Caicos Islands,TCA,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.1057628100745792,0.0,0.1057628100745792
1927,2017-06-01,Jun 2017,AMR,Region of the Americas,United States Virgin Islands,VIR,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
1928,2017-06-01,Jun 2017,AMR,Region of the Americas,United States of America,USA,23.0,23.0,1.0,0.0,0.0,0.04347826086956522,0.0,0.1481851289152243,0.001100168630441501,0.2194866074534805
1929,2017-06-01,Jun 2017,AMR,Region of the Americas,Uruguay,URY,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
1930,2017-06-01,Jun 2017,AMR,Region of the Americas,Venezuela (Bolivarian Republic of),VEN,742.0,,57.0,0.0,0.0,0.07681940700808626,0.0,0.004959198023195169,0.05869865245746708,0.09838549593323487
1931,2017-06-01,Jun 2017,SEAR,South-East Asia Region,Nepal,NPL,3.0,,,,,,,,,
1932,2017-06-01,Jun 2017,SEAR,South-East Asia Region,Sri Lanka,LKA,25301.0,,,,,,,,,
1933,2017-06-01,Jun 2017,SEAR,South-East Asia Region,Thailand,THA,4411.0,,,,,,,,,
1934,2017-07-01,Jul 2017,AMR,Region of the Americas,Anguilla,AIA,3.0,0.0,0.0,,,0.0,,,0.0,0.7075982261787133
1935,2017-07-01,Jul 2017,AMR,Region of the Americas,Antigua and Barbuda,ATG,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
1936,2017-07-01,Jul 2017,AMR,Region of the Americas,Argentina,ARG,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5218237501049814,0.0,0.5218237501049814
1937,2017-07-01,Jul 2017,AMR,Region of the Americas,Aruba,ABW,0.0,0.0,0.0,,,,,,0.0,1.0
1938,2017-07-01,Jul 2017,AMR,Region of the Americas,Bahamas,BHS,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
1939,2017-07-01,Jul 2017,AMR,Region of the Americas,Barbados,BRB,47.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0754857336910586,0.0,0.0754857336910586
1940,2017-07-01,Jul 2017,AMR,Region of the Americas,Belize,BLZ,122.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0297841600614287,0.0,0.0297841600614287
1941,2017-07-01,Jul 2017,AMR,Region of the Americas,Bermuda,BMU,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
1942,2017-07-01,Jul 2017,AMR,Region of the Americas,Bolivia (Plurinational State of),BOL,173.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02109727465068489,0.0,0.02109727465068489
1943,2017-07-01,Jul 2017,AMR,Region of the Americas,"Bonaire, Saint Eustatius and Saba",BES,,,,,,,,,,
1944,2017-07-01,Jul 2017,AMR,Region of the Americas,Brazil,BRA,18329.0,5893.0,16.0,9.0,0.0004910251513994217,0.0008729336024878608,0.0002245517642889377,0.00093191312034398,0.0004990366928570326,0.001417203423243902
1945,2017-07-01,Jul 2017,AMR,Region of the Americas,British Virgin Islands,VGB,,,,,,,,,,
1946,2017-07-01,Jul 2017,AMR,Region of the Americas,Canada,CAN,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
1947,2017-07-01,Jul 2017,AMR,Region of the Americas,Cayman Islands,CYM,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2849141529181544,0.0,0.2849141529181544
1948,2017-07-01,Jul 2017,AMR,Region of the Americas,Chile,CHL,,,,,,,,,,
1949,2017-07-01,Jul 2017,AMR,Region of the Americas,Colombia,COL,1970.0,803.0,12.0,4.0,0.002030456852791878,0.006091370558375634,0.0005534995884270537,0.005190545247159718,0.003151343352253821,0.01061619930449176
1950,2017-07-01,Jul 2017,AMR,Region of the Americas,Costa Rica,CRI,819.0,,0.0,0.0,0.0,0.0,0.0,0.004493997952841021,0.0,0.004493997952841021
1951,2017-07-01,Jul 2017,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,
