,date,date_lab,who_region,who_region_long,country,iso3,cases,confirmed_cases,severe_cases,deaths,cfr,prop_sev,cfr_ci_lower,cfr_ci_upper,prop_sev_ci_lower,prop_sev_ci_upper
6475,2024-01-01,Jan 2024,AMR,Region of the Americas,Suriname,SUR,27.0,24.0,2.0,2.0,0.07407407407407407,0.07407407407407407,0.009100072942306282,0.2428983468456272,0.009100072942306282,0.2428983468456272
6476,2024-01-01,Jan 2024,AMR,Region of the Americas,Trinidad and Tobago,TTO,110.0,58.0,0.0,0.0,0.0,0.0,0.0,0.03297919403221972,0.0,0.03297919403221972
6477,2024-01-01,Jan 2024,AMR,Region of the Americas,Turks and Caicos Islands,TCA,27.0,16.0,0.0,0.0,0.0,0.0,0.0,0.1277028676154324,0.0,0.1277028676154324
6478,2024-01-01,Jan 2024,AMR,Region of the Americas,United States Virgin Islands,VIR,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
6479,2024-01-01,Jan 2024,AMR,Region of the Americas,United States of America,USA,49.0,49.0,0.0,0.0,0.0,0.0,0.0,0.07251926366427741,0.0,0.07251926366427741
6480,2024-01-01,Jan 2024,AMR,Region of the Americas,Uruguay,URY,,,,,,,,,,
6481,2024-01-01,Jan 2024,EMR,Eastern Mediterranean Region,Afghanistan,AFG,260.0,120.0,0.0,0.0,0.0,0.0,0.0,0.01408782258025221,0.0,0.01408782258025221
6482,2024-01-01,Jan 2024,EMR,Eastern Mediterranean Region,Pakistan,PAK,342.0,,,,,,,,,
6483,2024-01-01,Jan 2024,EMR,Eastern Mediterranean Region,Saudi Arabia,SAU,1504.0,1045.0,,0.0,0.0,,0.0,0.002449706961598645,,
6484,2024-01-01,Jan 2024,EMR,Eastern Mediterranean Region,Sudan,SDN,494.0,,,1.0,0.002024291497975709,,5.124931015921327e-05,0.01122658037429269,,
6485,2024-01-01,Jan 2024,EUR,European Region,Albania,ALB,0.0,,,0.0,,,0.0,1.0,,
6486,2024-01-01,Jan 2024,EUR,European Region,Andorra,AND,0.0,,,0.0,,,0.0,1.0,,
6487,2024-01-01,Jan 2024,EUR,European Region,Armenia,ARM,0.0,,,0.0,,,0.0,1.0,,
6488,2024-01-01,Jan 2024,EUR,European Region,Austria,AUT,0.0,,,0.0,,,0.0,1.0,,
6489,2024-01-01,Jan 2024,EUR,European Region,Azerbaijan,AZE,0.0,,,0.0,,,0.0,1.0,,
6490,2024-01-01,Jan 2024,EUR,European Region,Belarus,BLR,0.0,,,0.0,,,0.0,1.0,,
6491,2024-01-01,Jan 2024,EUR,European Region,Belgium,BEL,0.0,,,0.0,,,0.0,1.0,,
6492,2024-01-01,Jan 2024,EUR,European Region,Bosnia and Herzegovina,BIH,0.0,,,0.0,,,0.0,1.0,,
6493,2024-01-01,Jan 2024,EUR,European Region,Bulgaria,BGR,0.0,,,0.0,,,0.0,1.0,,
6494,2024-01-01,Jan 2024,EUR,European Region,Croatia,HRV,0.0,,,0.0,,,0.0,1.0,,
6495,2024-01-01,Jan 2024,EUR,European Region,Cyprus,CYP,0.0,,,0.0,,,0.0,1.0,,
6496,2024-01-01,Jan 2024,EUR,European Region,Czechia,CZE,0.0,,,0.0,,,0.0,1.0,,
6497,2024-01-01,Jan 2024,EUR,European Region,Denmark,DNK,0.0,,,0.0,,,0.0,1.0,,
6498,2024-01-01,Jan 2024,EUR,European Region,Estonia,EST,0.0,,,0.0,,,0.0,1.0,,
6499,2024-01-01,Jan 2024,EUR,European Region,Finland,FIN,0.0,,,0.0,,,0.0,1.0,,
6500,2024-01-01,Jan 2024,EUR,European Region,France,FRA,0.0,,,0.0,,,0.0,1.0,,
6501,2024-01-01,Jan 2024,EUR,European Region,Georgia,GEO,0.0,,,0.0,,,0.0,1.0,,
6502,2024-01-01,Jan 2024,EUR,European Region,Germany,DEU,0.0,,,0.0,,,0.0,1.0,,
6503,2024-01-01,Jan 2024,EUR,European Region,Greece,GRC,0.0,,,0.0,,,0.0,1.0,,
6504,2024-01-01,Jan 2024,EUR,European Region,Holy See,VAT,0.0,,,0.0,,,0.0,1.0,,
6505,2024-01-01,Jan 2024,EUR,European Region,Hungary,HUN,0.0,,,0.0,,,0.0,1.0,,
6506,2024-01-01,Jan 2024,EUR,European Region,Iceland,ISL,0.0,,,0.0,,,0.0,1.0,,
6507,2024-01-01,Jan 2024,EUR,European Region,Ireland,IRL,0.0,,,0.0,,,0.0,1.0,,
6508,2024-01-01,Jan 2024,EUR,European Region,Israel,ISR,0.0,,,0.0,,,0.0,1.0,,
6509,2024-01-01,Jan 2024,EUR,European Region,Italy,ITA,0.0,,,0.0,,,0.0,1.0,,
6510,2024-01-01,Jan 2024,EUR,European Region,Kazakhstan,KAZ,0.0,,,0.0,,,0.0,1.0,,
6511,2024-01-01,Jan 2024,EUR,European Region,Kyrgyzstan,KGZ,0.0,,,0.0,,,0.0,1.0,,
6512,2024-01-01,Jan 2024,EUR,European Region,Latvia,LVA,0.0,,,0.0,,,0.0,1.0,,
6513,2024-01-01,Jan 2024,EUR,European Region,Liechtenstein,LIE,0.0,,,0.0,,,0.0,1.0,,
6514,2024-01-01,Jan 2024,EUR,European Region,Lithuania,LTU,0.0,,,0.0,,,0.0,1.0,,
6515,2024-01-01,Jan 2024,EUR,European Region,Luxembourg,LUX,0.0,,,0.0,,,0.0,1.0,,
6516,2024-01-01,Jan 2024,EUR,European Region,Malta,MLT,0.0,,,0.0,,,0.0,1.0,,
6517,2024-01-01,Jan 2024,EUR,European Region,Mayotte,MYT,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
6518,2024-01-01,Jan 2024,EUR,European Region,Monaco,MCO,0.0,,,0.0,,,0.0,1.0,,
6519,2024-01-01,Jan 2024,EUR,European Region,Montenegro,MNE,0.0,,,0.0,,,0.0,1.0,,
6520,2024-01-01,Jan 2024,EUR,European Region,Netherlands (Kingdom of the),NLD,0.0,,,0.0,,,0.0,1.0,,
6521,2024-01-01,Jan 2024,EUR,European Region,North Macedonia,MKD,0.0,,,0.0,,,0.0,1.0,,
6522,2024-01-01,Jan 2024,EUR,European Region,Norway,NOR,0.0,,,0.0,,,0.0,1.0,,
6523,2024-01-01,Jan 2024,EUR,European Region,Poland,POL,0.0,,,0.0,,,0.0,1.0,,
6524,2024-01-01,Jan 2024,EUR,European Region,Portugal,PRT,0.0,,,0.0,,,0.0,1.0,,
6525,2024-01-01,Jan 2024,EUR,European Region,Republic of Moldova,MDA,0.0,,,0.0,,,0.0,1.0,,
6526,2024-01-01,Jan 2024,EUR,European Region,Romania,ROU,0.0,,,0.0,,,0.0,1.0,,
6527,2024-01-01,Jan 2024,EUR,European Region,Russian Federation,RUS,0.0,,,0.0,,,0.0,1.0,,
6528,2024-01-01,Jan 2024,EUR,European Region,Réunion,REU,36.0,,,0.0,0.0,,0.0,0.09739375591449195,,
6529,2024-01-01,Jan 2024,EUR,European Region,San Marino,SMR,0.0,,,0.0,,,0.0,1.0,,
6530,2024-01-01,Jan 2024,EUR,European Region,Serbia,SRB,0.0,,,0.0,,,0.0,1.0,,
6531,2024-01-01,Jan 2024,EUR,European Region,Slovakia,SVK,0.0,,,0.0,,,0.0,1.0,,
6532,2024-01-01,Jan 2024,EUR,European Region,Slovenia,SVN,0.0,,,0.0,,,0.0,1.0,,
6533,2024-01-01,Jan 2024,EUR,European Region,Spain,ESP,0.0,,,0.0,,,0.0,1.0,,
6534,2024-01-01,Jan 2024,EUR,European Region,Sweden,SWE,0.0,,,0.0,,,0.0,1.0,,
6535,2024-01-01,Jan 2024,EUR,European Region,Switzerland,CHE,0.0,,,0.0,,,0.0,1.0,,
6536,2024-01-01,Jan 2024,EUR,European Region,Tajikistan,TJK,0.0,,,0.0,,,0.0,1.0,,
6537,2024-01-01,Jan 2024,EUR,European Region,Turkmenistan,TKM,0.0,,,0.0,,,0.0,1.0,,
6538,2024-01-01,Jan 2024,EUR,European Region,Türkiye,TUR,0.0,,,0.0,,,0.0,1.0,,
6539,2024-01-01,Jan 2024,EUR,European Region,Ukraine,UKR,0.0,,,0.0,,,0.0,1.0,,
6540,2024-01-01,Jan 2024,EUR,European Region,United Kingdom of Great Britain and Northern Ireland,GBR,0.0,,,0.0,,,0.0,1.0,,
6541,2024-01-01,Jan 2024,EUR,European Region,Uzbekistan,UZB,0.0,,,0.0,,,0.0,1.0,,
6542,2024-01-01,Jan 2024,SEAR,South-East Asia Region,Bangladesh,BGD,1055.0,1055.0,,14.0,0.01327014218009479,,0.007273387252654848,0.0221648982010233,,
6543,2024-01-01,Jan 2024,SEAR,South-East Asia Region,India,IND,5079.0,,,4.0,0.0007875566056310297,,0.0002146230323020354,0.002015218979400637,,
6544,2024-01-01,Jan 2024,SEAR,South-East Asia Region,Maldives,MDV,139.0,138.0,0.0,,,0.0,,,0.0,0.02618964443420557
6545,2024-01-01,Jan 2024,SEAR,South-East Asia Region,Myanmar,MMR,208.0,208.0,,0.0,0.0,,0.0,0.01757865790063073,,
6546,2024-01-01,Jan 2024,SEAR,South-East Asia Region,Nepal,NPL,499.0,,,0.0,0.0,,0.0,0.007365286351988298,,
6547,2024-01-01,Jan 2024,SEAR,South-East Asia Region,Sri Lanka,LKA,9483.0,,,,,,,,,
6548,2024-01-01,Jan 2024,SEAR,South-East Asia Region,Thailand,THA,11413.0,11413.0,3256.0,12.0,0.001051432576886007,0.2852887058617366,0.0005434048357710789,0.001835920055342214,0.2770162041091968,0.2936708563726622
6549,2024-01-01,Jan 2024,WPR,Western Pacific Region,Australia,AUS,133.0,,,,,,,,,
6550,2024-01-01,Jan 2024,WPR,Western Pacific Region,Cambodia,KHM,1986.0,,,6.0,0.003021148036253776,,0.00110949009825323,0.006564086055779453,,
6551,2024-01-01,Jan 2024,WPR,Western Pacific Region,China,CHN,27.0,,,,,,,,,
6552,2024-01-01,Jan 2024,WPR,Western Pacific Region,Cook Islands,COK,0.0,,,,,,,,,
6553,2024-01-01,Jan 2024,WPR,Western Pacific Region,Fiji,FJI,786.0,,,,,,,,,
6554,2024-01-01,Jan 2024,WPR,Western Pacific Region,French Polynesia,PYF,9.0,,0.0,0.0,0.0,0.0,0.0,0.3362671168799429,0.0,0.3362671168799429
6555,2024-01-01,Jan 2024,WPR,Western Pacific Region,Kiribati,KIR,0.0,,,,,,,,,
6556,2024-01-01,Jan 2024,WPR,Western Pacific Region,Lao People's Democratic Republic,LAO,584.0,,,0.0,0.0,,0.0,0.006296666789643287,,
6557,2024-01-01,Jan 2024,WPR,Western Pacific Region,Malaysia,MYS,18427.0,,,9.0,0.0004884137407065719,,0.0002233574085532369,0.000926958030102089,,
6558,2024-01-01,Jan 2024,WPR,Western Pacific Region,Marshall Islands,MHL,0.0,,,,,,,,,
6559,2024-01-01,Jan 2024,WPR,Western Pacific Region,Micronesia (Federated States of),FSM,4.0,,,,,,,,,
6560,2024-01-01,Jan 2024,WPR,Western Pacific Region,New Caledonia,NCL,2.0,,,,,,,,,
6561,2024-01-01,Jan 2024,WPR,Western Pacific Region,Niue,NIU,0.0,,,,,,,,,
6562,2024-01-01,Jan 2024,WPR,Western Pacific Region,Northern Mariana Islands (Commonwealth of the),MNP,0.0,,,,,,,,,
6563,2024-01-01,Jan 2024,WPR,Western Pacific Region,Palau,PLW,1.0,,,,,,,,,
6564,2024-01-01,Jan 2024,WPR,Western Pacific Region,Pitcairn Islands,PCN,0.0,,,,,,,,,
6565,2024-01-01,Jan 2024,WPR,Western Pacific Region,Samoa,WSM,12.0,,,,,,,,,
6566,2024-01-01,Jan 2024,WPR,Western Pacific Region,Singapore,SGP,1538.0,,,,,,,,,
6567,2024-01-01,Jan 2024,WPR,Western Pacific Region,Solomon Islands,SLB,5.0,,,,,,,,,
6568,2024-01-01,Jan 2024,WPR,Western Pacific Region,Tokelau,TKL,3.0,,,,,,,,,
6569,2024-01-01,Jan 2024,WPR,Western Pacific Region,Tonga,TON,0.0,,,,,,,,,
6570,2024-01-01,Jan 2024,WPR,Western Pacific Region,Tuvalu,TUV,0.0,,,,,,,,,
6571,2024-01-01,Jan 2024,WPR,Western Pacific Region,Vanuatu,VUT,12.0,,,,,,,,,
6572,2024-01-01,Jan 2024,WPR,Western Pacific Region,Viet Nam,VNM,6093.0,,,1.0,0.0001641227638273428,,4.155219987481141e-06,0.0009140905314991199,,
6573,2024-01-01,Jan 2024,WPR,Western Pacific Region,Wallis and Futuna,WLF,24.0,,,,,,,,,
6574,2024-02-01,Feb 2024,AFR,African Region,Angola,AGO,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
6575,2024-02-01,Feb 2024,AFR,African Region,Benin,BEN,1.0,0.0,,1.0,1.0,,0.02500000000000002,1.0,,
6576,2024-02-01,Feb 2024,AFR,African Region,Burkina Faso,BFA,5067.0,1569.0,299.0,10.0,0.001973554371422933,0.05900927570554569,0.000946789004418644,0.003626432088897827,0.05267794127302143,0.06585433784790362
6577,2024-02-01,Feb 2024,AFR,African Region,Burundi,BDI,0.0,0.0,,,,,,,,
6578,2024-02-01,Feb 2024,AFR,African Region,Cabo Verde,CPV,282.0,158.0,,0.0,0.0,,0.0,0.01299594664655279,,
6579,2024-02-01,Feb 2024,AFR,African Region,Cameroon,CMR,55.0,0.0,,0.0,0.0,,0.0,0.06487076082542464,,
6580,2024-02-01,Feb 2024,AFR,African Region,Central African Republic,CAF,0.0,0.0,,,,,,,,
6581,2024-02-01,Feb 2024,AFR,African Region,Chad,TCD,0.0,0.0,,,,,,,,
6582,2024-02-01,Feb 2024,AFR,African Region,Congo,COG,0.0,0.0,,,,,,,,
6583,2024-02-01,Feb 2024,AFR,African Region,Côte d'Ivoire,CIV,77.0,2.0,,0.0,0.0,,0.0,0.04677806816040408,,
6584,2024-02-01,Feb 2024,AFR,African Region,Eritrea,ERI,2186.0,,,,,,,,,
6585,2024-02-01,Feb 2024,AFR,African Region,Ethiopia,ETH,168.0,168.0,22.0,0.0,0.0,0.130952380952381,0.0,0.02171830213867598,0.083920543615345,0.1915272805512397
6586,2024-02-01,Feb 2024,AFR,African Region,Gabon,GAB,0.0,,,0.0,,,0.0,1.0,,
6587,2024-02-01,Feb 2024,AFR,African Region,Gambia,GMB,0.0,,,0.0,,,0.0,1.0,,
6588,2024-02-01,Feb 2024,AFR,African Region,Ghana,GHA,0.0,,,0.0,,,0.0,1.0,,
6589,2024-02-01,Feb 2024,AFR,African Region,Guinea,GIN,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
6590,2024-02-01,Feb 2024,AFR,African Region,Guinea-Bissau,GNB,0.0,,,0.0,,,0.0,1.0,,
6591,2024-02-01,Feb 2024,AFR,African Region,Kenya,KEN,0.0,,,0.0,,,0.0,1.0,,
6592,2024-02-01,Feb 2024,AFR,African Region,Liberia,LBR,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3694166475528192,0.0,0.3694166475528192
6593,2024-02-01,Feb 2024,AFR,African Region,Madagascar,MDG,0.0,0.0,,,,,,,,
6594,2024-02-01,Feb 2024,AFR,African Region,Malawi,MWI,0.0,0.0,,0.0,,,0.0,1.0,,
6595,2024-02-01,Feb 2024,AFR,African Region,Mali,MLI,1067.0,181.0,1.0,0.0,0.0,0.0009372071227741331,0.0,0.003451274712260156,2.372774846842758e-05,0.005210611030111001
6596,2024-02-01,Feb 2024,AFR,African Region,Mauritania,MRT,407.0,4.0,,0.0,0.0,,0.0,0.009022635400611878,,
6597,2024-02-01,Feb 2024,AFR,African Region,Mauritius,MUS,3239.0,3239.0,,5.0,0.001543686322939179,,0.0005014147460308848,0.003598741891063888,,
6598,2024-02-01,Feb 2024,AFR,African Region,Mozambique,MOZ,0.0,0.0,,,,,,,,
6599,2024-02-01,Feb 2024,AFR,African Region,Namibia,NAM,0.0,0.0,,,,,,,,
6600,2024-02-01,Feb 2024,AFR,African Region,Niger,NER,12.0,,,6.0,0.5,,0.2109446382392967,0.7890553617607032,,
6601,2024-02-01,Feb 2024,AFR,African Region,Rwanda,RWA,0.0,,,0.0,,,0.0,1.0,,
6602,2024-02-01,Feb 2024,AFR,African Region,Sao Tome and Principe,STP,0.0,0.0,,0.0,,,0.0,1.0,,
6603,2024-02-01,Feb 2024,AFR,African Region,Senegal,SEN,67.0,0.0,,0.0,0.0,,0.0,0.0535696541270968,,
6604,2024-02-01,Feb 2024,AFR,African Region,Seychelles,SYC,355.0,26.0,,,,,,,,
6605,2024-02-01,Feb 2024,AFR,African Region,Sierra Leone,SLE,0.0,,,0.0,,,0.0,1.0,,
6606,2024-02-01,Feb 2024,AFR,African Region,South Sudan,SSD,0.0,0.0,,,,,,,,
6607,2024-02-01,Feb 2024,AFR,African Region,Togo,TGO,0.0,,,0.0,,,0.0,1.0,,
6608,2024-02-01,Feb 2024,AFR,African Region,Uganda,UGA,0.0,0.0,,,,,,,,
6609,2024-02-01,Feb 2024,AFR,African Region,United Republic of Tanzania,TZA,4.0,0.0,,0.0,0.0,,0.0,0.6023646356164746,,
6610,2024-02-01,Feb 2024,AFR,African Region,Zambia,ZMB,0.0,0.0,,,,,,,,
6611,2024-02-01,Feb 2024,AFR,African Region,Zimbabwe,ZWE,0.0,0.0,,,,,,,,
6612,2024-02-01,Feb 2024,AMR,Region of the Americas,Anguilla,AIA,,,,,,,,,,
6613,2024-02-01,Feb 2024,AMR,Region of the Americas,Antigua and Barbuda,ATG,,,,,,,,,,
6614,2024-02-01,Feb 2024,AMR,Region of the Americas,Argentina,ARG,80049.0,46240.0,254.0,28.0,0.0003497857562243126,0.003173056502891979,0.0002324422829955614,0.0005054984368936202,0.002795312028745691,0.003587484866091193
6615,2024-02-01,Feb 2024,AMR,Region of the Americas,Aruba,ABW,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.4592581264399004,0.0,0.4592581264399004
6616,2024-02-01,Feb 2024,AMR,Region of the Americas,Bahamas,BHS,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
6617,2024-02-01,Feb 2024,AMR,Region of the Americas,Barbados,BRB,386.0,342.0,0.0,0.0,0.0,0.0,0.0,0.009511162555219665,0.0,0.009511162555219665
6618,2024-02-01,Feb 2024,AMR,Region of the Americas,Belize,BLZ,72.0,34.0,0.0,0.0,0.0,0.0,0.0,0.04994408370585468,0.0,0.04994408370585468
6619,2024-02-01,Feb 2024,AMR,Region of the Americas,Bermuda,BMU,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
6620,2024-02-01,Feb 2024,AMR,Region of the Americas,Bolivia (Plurinational State of),BOL,5811.0,1485.0,19.0,2.0,0.0003441748408191361,0.003269660987781793,4.168388802440527e-05,0.001242719072091996,0.001969662141858558,0.005101291820104405
6621,2024-02-01,Feb 2024,AMR,Region of the Americas,"Bonaire, Saint Eustatius and Saba",BES,63.0,47.0,0.0,0.0,0.0,0.0,0.0,0.05687235233201626,0.0,0.05687235233201626
6622,2024-02-01,Feb 2024,AMR,Region of the Americas,Brazil,BRA,1718014.0,968992.0,1161.0,918.0,0.0005343379041148675,0.0006757802904982149,0.0005003353433412272,0.0005700420660893037,0.000637474474910317,0.0007157851621395604
6623,2024-02-01,Feb 2024,AMR,Region of the Americas,British Virgin Islands,VGB,,,,,,,,,,
6624,2024-02-01,Feb 2024,AMR,Region of the Americas,Canada,CAN,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
6625,2024-02-01,Feb 2024,AMR,Region of the Americas,Cayman Islands,CYM,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.7075982261787133,0.0,0.7075982261787133
6626,2024-02-01,Feb 2024,AMR,Region of the Americas,Chile,CHL,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
6627,2024-02-01,Feb 2024,AMR,Region of the Americas,Colombia,COL,27691.0,18232.0,270.0,10.0,0.0003611281643855404,0.009750460438409592,0.0001731881411146287,0.0006640269386637364,0.00862672478496873,0.01097877675291248
6628,2024-02-01,Feb 2024,AMR,Region of the Americas,Costa Rica,CRI,1634.0,123.0,0.0,0.0,0.0,0.0,0.0,0.002255029756834797,0.0,0.002255029756834797
6629,2024-02-01,Feb 2024,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,
6630,2024-02-01,Feb 2024,AMR,Region of the Americas,Curaçao,CUW,94.0,85.0,0.0,0.0,0.0,0.0,0.0,0.03848335099752875,0.0,0.03848335099752875
6631,2024-02-01,Feb 2024,AMR,Region of the Americas,Dominican Republic,DOM,1231.0,286.0,5.0,0.0,0.0,0.004061738424045491,0.0,0.002992167202030707,0.001320110600627744,0.009453092220166992
6632,2024-02-01,Feb 2024,AMR,Region of the Americas,Ecuador,ECU,5609.0,5609.0,23.0,9.0,0.001604564093421287,0.004100552683187734,0.0007339631155504307,0.003043767486167286,0.002601120584860673,0.006146526884858092
6633,2024-02-01,Feb 2024,AMR,Region of the Americas,El Salvador,SLV,481.0,5.0,0.0,0.0,0.0,0.0,0.0,0.007639854866728468,0.0,0.007639854866728468
6634,2024-02-01,Feb 2024,AMR,Region of the Americas,French Guiana,GUF,3993.0,3425.0,0.0,0.0,0.0,0.0,0.0,0.0009234099719095857,0.0,0.0009234099719095857
6635,2024-02-01,Feb 2024,AMR,Region of the Americas,Grenada,GRD,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0948905874149899,0.0,0.0948905874149899
6636,2024-02-01,Feb 2024,AMR,Region of the Americas,Guadeloupe,GLP,715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005145985779031339,0.0,0.005145985779031339
6637,2024-02-01,Feb 2024,AMR,Region of the Americas,Guatemala,GTM,4495.0,276.0,3.0,2.0,0.0004449388209121246,0.0006674082313681868,5.388869817192993e-05,0.001606338184575771,0.000137656776035444,0.001949199167019568
6638,2024-02-01,Feb 2024,AMR,Region of the Americas,Guyana,GUY,4222.0,1076.0,143.0,1.0,0.000236854571293226,0.03387020369493132,5.996620576402152e-06,0.001318954949889023,0.02861986040894829,0.03977758515295837
6639,2024-02-01,Feb 2024,AMR,Region of the Americas,Honduras,HND,3331.0,465.0,23.0,2.0,0.0006004202942059442,0.006904833383368358,7.272195598880819e-05,0.00216722423019842,0.004381959574871529,0.01034272958578375
6640,2024-02-01,Feb 2024,AMR,Region of the Americas,Jamaica,JAM,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01500464978834981,0.0,0.01500464978834981
6641,2024-02-01,Feb 2024,AMR,Region of the Americas,Martinique,MTQ,1765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002087834123802009,0.0,0.002087834123802009
6642,2024-02-01,Feb 2024,AMR,Region of the Americas,Mexico,MEX,13673.0,2558.0,79.0,15.0,0.00109705258538726,0.005777810283039567,0.0006141379003320603,0.001808776905706415,0.004576936899312782,0.007195747143492248
6643,2024-02-01,Feb 2024,AMR,Region of the Americas,Montserrat,MSR,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
6644,2024-02-01,Feb 2024,AMR,Region of the Americas,Nicaragua,NIC,6598.0,542.0,3.0,0.0,0.0,0.0004546832373446499,0.0,0.0005589342887911307,9.37764316327702e-05,0.001328196739902518
6645,2024-02-01,Feb 2024,AMR,Region of the Americas,Panama,PAN,1216.0,997.0,6.0,1.0,0.0008223684210526315,0.004934210526315789,2.082034903007882e-05,0.004573339771443113,0.001812855917026062,0.01070854989026393
6646,2024-02-01,Feb 2024,AMR,Region of the Americas,Paraguay,PRY,69931.0,11126.0,0.0,27.0,0.0003860948649382963,0.0,0.0002544538809132899,0.0005616984197958464,0.0,5.274888334390435e-05
6647,2024-02-01,Feb 2024,AMR,Region of the Americas,Peru,PER,37992.0,36508.0,163.0,40.0,0.001052853232259423,0.004290376921457149,0.0007522770051762958,0.001433414242947308,0.00365811926998116,0.005000143384220001
6648,2024-02-01,Feb 2024,AMR,Region of the Americas,Puerto Rico,PRI,226.0,188.0,15.0,0.0,0.0,0.06637168141592921,0.0,0.01618998569121044,0.03762055969582981,0.1071078458759546
6649,2024-02-01,Feb 2024,AMR,Region of the Americas,Saint Barthélemy,BLM,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1194448690695027,0.0,0.1194448690695027
6650,2024-02-01,Feb 2024,AMR,Region of the Americas,Saint Kitts and Nevis,KNA,19.0,8.0,0.0,0.0,0.0,0.0,0.0,0.1764669118069653,0.0,0.1764669118069653
6651,2024-02-01,Feb 2024,AMR,Region of the Americas,Saint Lucia,LCA,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.6023646356164746,0.0,0.6023646356164746
6652,2024-02-01,Feb 2024,AMR,Region of the Americas,Saint Martin (French part),MAF,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02159118894823087,0.0,0.02159118894823087
6653,2024-02-01,Feb 2024,AMR,Region of the Americas,Saint Vincent and the Grenadines,VCT,,,,,,,,,,
6654,2024-02-01,Feb 2024,AMR,Region of the Americas,Sint Maarten (Dutch part),SXM,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.1057628100745792,0.0,0.1057628100745792
6655,2024-02-01,Feb 2024,AMR,Region of the Americas,Suriname,SUR,38.0,33.0,1.0,1.0,0.02631578947368421,0.02631578947368421,0.0006660362042023663,0.1380990297924201,0.0006660362042023663,0.1380990297924201
6656,2024-02-01,Feb 2024,AMR,Region of the Americas,Trinidad and Tobago,TTO,,,,,,,,,,
6657,2024-02-01,Feb 2024,AMR,Region of the Americas,Turks and Caicos Islands,TCA,,,0.0,0.0,,,,,,
6658,2024-02-01,Feb 2024,AMR,Region of the Americas,United States Virgin Islands,VIR,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0
6659,2024-02-01,Feb 2024,AMR,Region of the Americas,United States of America,USA,144.0,144.0,5.0,0.0,0.0,0.03472222222222222,0.0,0.0252918814875166,0.01136860665465099,0.07916805857531928
6660,2024-02-01,Feb 2024,AMR,Region of the Americas,Uruguay,URY,,,,,,,,,,
6661,2024-02-01,Feb 2024,EMR,Eastern Mediterranean Region,Afghanistan,AFG,196.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0186448079493301,0.0,0.0186448079493301
6662,2024-02-01,Feb 2024,EMR,Eastern Mediterranean Region,Pakistan,PAK,374.0,,,,,,,,,
6663,2024-02-01,Feb 2024,EMR,Eastern Mediterranean Region,Saudi Arabia,SAU,1664.0,1056.0,,0.0,0.0,,0.0,0.002214419220099409,,
6664,2024-02-01,Feb 2024,EMR,Eastern Mediterranean Region,Sudan,SDN,446.0,,,0.0,0.0,,0.0,0.008236919304941526,,
6665,2024-02-01,Feb 2024,EUR,European Region,Albania,ALB,0.0,,,0.0,,,0.0,1.0,,
6666,2024-02-01,Feb 2024,EUR,European Region,Andorra,AND,0.0,,,0.0,,,0.0,1.0,,
6667,2024-02-01,Feb 2024,EUR,European Region,Armenia,ARM,0.0,,,0.0,,,0.0,1.0,,
6668,2024-02-01,Feb 2024,EUR,European Region,Austria,AUT,0.0,,,0.0,,,0.0,1.0,,
6669,2024-02-01,Feb 2024,EUR,European Region,Azerbaijan,AZE,0.0,,,0.0,,,0.0,1.0,,
6670,2024-02-01,Feb 2024,EUR,European Region,Belarus,BLR,0.0,,,0.0,,,0.0,1.0,,
6671,2024-02-01,Feb 2024,EUR,European Region,Belgium,BEL,0.0,,,0.0,,,0.0,1.0,,
6672,2024-02-01,Feb 2024,EUR,European Region,Bosnia and Herzegovina,BIH,0.0,,,0.0,,,0.0,1.0,,
6673,2024-02-01,Feb 2024,EUR,European Region,Bulgaria,BGR,0.0,,,0.0,,,0.0,1.0,,
6674,2024-02-01,Feb 2024,EUR,European Region,Croatia,HRV,0.0,,,0.0,,,0.0,1.0,,
6675,2024-02-01,Feb 2024,EUR,European Region,Cyprus,CYP,0.0,,,0.0,,,0.0,1.0,,
6676,2024-02-01,Feb 2024,EUR,European Region,Czechia,CZE,0.0,,,0.0,,,0.0,1.0,,
