,WHO region,ITZ,COUNTRY/AREA/TERRITORY,COUNTRY_CODE,ORIGIN_SOURCE,ISO_YEAR,ISO_WEEK,ISO_SDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BVIC,BYAM,BNOTDETERMINED,INF_B,INF_ALL,INF_NEGATIVE,ILI_ACTIVITY
0,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2019,44,2019-10-27T16:00:00.000Z,27.0,27,,,,,1.0,1.0,,,,,1.0,26.0,1
1,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,1,2019-12-29T16:00:00.000Z,45.0,45,,,,,5.0,5.0,,,,,5.0,40.0,1
2,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,2,2020-01-05T16:00:00.000Z,55.0,55,,,,,11.0,11.0,,,2.0,2.0,13.0,42.0,1
3,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,3,2020-01-12T16:00:00.000Z,56.0,56,,,,,12.0,12.0,,,1.0,1.0,13.0,43.0,1
4,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,4,2020-01-19T16:00:00.000Z,66.0,66,,,,,9.0,9.0,,,,,9.0,57.0,1
5,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,5,2020-01-26T16:00:00.000Z,62.0,62,,,,,3.0,3.0,,,,,3.0,59.0,1
6,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,6,2020-02-02T16:00:00.000Z,37.0,37,,,,,2.0,2.0,,,,,2.0,35.0,1
7,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,7,2020-02-09T16:00:00.000Z,40.0,40,,,,,1.0,1.0,,,,,1.0,39.0,1
8,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,8,2020-02-16T16:00:00.000Z,41.0,41,,,,,,,,,,,,41.0,1
9,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,9,2020-02-23T16:00:00.000Z,49.0,49,,,,,3.0,3.0,,,,,3.0,46.0,1
10,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,10,2020-03-01T16:00:00.000Z,43.0,43,,,,,3.0,3.0,,,,,3.0,40.0,1
11,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,11,2020-03-08T16:00:00.000Z,38.0,38,,,,,,,,,,,,38.0,1
12,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,12,2020-03-15T16:00:00.000Z,39.0,39,,,,,1.0,1.0,,,,,1.0,38.0,1
13,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,13,2020-03-22T16:00:00.000Z,24.0,24,,,,,,,,,,,,24.0,1
14,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,14,2020-03-29T16:00:00.000Z,22.0,22,,,,,1.0,1.0,,,,,1.0,21.0,1
15,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,15,2020-04-05T16:00:00.000Z,8.0,8,,,,,,,,,,,,8.0,1
16,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,16,2020-04-12T16:00:00.000Z,4.0,4,,,,,,,,,,,,4.0,1
17,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,17,2020-04-19T16:00:00.000Z,9.0,9,,,,,,,,,,,,9.0,1
18,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,18,2020-04-26T16:00:00.000Z,4.0,4,,,,,,,,,,,,4.0,1
19,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,19,2020-05-03T16:00:00.000Z,4.0,4,,,,,,,,,,,,4.0,1
20,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,20,2020-05-10T16:00:00.000Z,6.0,6,,,,,,,,,,,,6.0,1
21,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,21,2020-05-17T16:00:00.000Z,7.0,7,,,,,,,,,,,,7.0,1
22,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,22,2020-05-24T16:00:00.000Z,7.0,7,,,,,,,,,,,,7.0,1
23,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,23,2020-05-31T16:00:00.000Z,10.0,10,,,,,,,,,,,,10.0,1
24,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,24,2020-06-07T16:00:00.000Z,6.0,6,,,,,,,,,,,,6.0,1
25,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,25,2020-06-14T16:00:00.000Z,15.0,15,,,,,,,,,,,,15.0,1
26,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,26,2020-06-21T16:00:00.000Z,8.0,8,,,,,,,,,,,,8.0,1
27,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,27,2020-06-28T16:00:00.000Z,6.0,6,,,,,,,,,,,,6.0,1
28,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,28,2020-07-05T16:00:00.000Z,9.0,9,,,,,,,,,,,,9.0,1
29,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,29,2020-07-12T16:00:00.000Z,11.0,11,,,,,,,,,,,,11.0,1
30,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,30,2020-07-19T16:00:00.000Z,11.0,11,,,,,,,,,,,,11.0,1
31,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,31,2020-07-26T16:00:00.000Z,11.0,11,,,,,,,,,,,,11.0,1
32,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,32,2020-08-02T16:00:00.000Z,13.0,13,,,,,,,,,,,,13.0,1
33,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,33,2020-08-09T16:00:00.000Z,11.0,11,,,,,,,,,,,,11.0,1
34,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,34,2020-08-16T16:00:00.000Z,15.0,15,,,,,,,,,,,,15.0,1
35,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,35,2020-08-23T16:00:00.000Z,16.0,16,,,,,,,,,,,,16.0,1
36,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,36,2020-08-30T16:00:00.000Z,17.0,17,,,,,,,,,,,,17.0,1
37,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,37,2020-09-06T16:00:00.000Z,14.0,14,,,,,,,,,,,,14.0,1
38,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,38,2020-09-13T16:00:00.000Z,15.0,15,,,,,,,,,,,,15.0,1
39,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,39,2020-09-20T16:00:00.000Z,18.0,18,,,,,,,,,,,,18.0,1
40,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,40,2020-09-27T16:00:00.000Z,19.0,19,,,,,,,,,,,,19.0,1
41,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,41,2020-10-04T16:00:00.000Z,19.0,19,,,,,,,,,,,,19.0,1
42,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,42,2020-10-11T16:00:00.000Z,9.0,9,,,,,,,,,,,,9.0,1
43,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,43,2020-10-18T16:00:00.000Z,13.0,13,,,,,,,,,,,,13.0,1
44,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,44,2020-10-25T16:00:00.000Z,6.0,6,,,,,,,,,,,,6.0,1
45,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,45,2020-11-01T16:00:00.000Z,11.0,11,,,,,,,,,,,,11.0,1
46,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,46,2020-11-08T16:00:00.000Z,17.0,17,,,,,,,,,,,,17.0,1
47,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,47,2020-11-15T16:00:00.000Z,19.0,19,,,,,,,,,,,,19.0,1
48,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,48,2020-11-22T16:00:00.000Z,12.0,12,,,,,,,,,,,,12.0,1
49,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,49,2020-11-29T16:00:00.000Z,17.0,17,,,,,,,,,,,,17.0,1
50,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,50,2020-12-06T16:00:00.000Z,15.0,15,,,,,,,,,,,,15.0,1
51,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,51,2020-12-13T16:00:00.000Z,14.0,14,,,,,,,,,,,,14.0,1
52,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,52,2020-12-20T16:00:00.000Z,18.0,18,,,,,,,,,,,,18.0,1
53,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2020,53,2020-12-27T16:00:00.000Z,6.0,6,,,,,,,,,,,,6.0,1
54,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2021,1,2021-01-03T16:00:00.000Z,5.0,5,,,,,,,,,,,,5.0,1
55,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2021,2,2021-01-10T16:00:00.000Z,8.0,8,,,,,,,,,,,,8.0,1
56,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2021,3,2021-01-17T16:00:00.000Z,7.0,7,,,,,,,,,,,,7.0,1
57,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2021,4,2021-01-24T16:00:00.000Z,8.0,8,,,,,,,,,,,,8.0,1
58,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2021,5,2021-01-31T16:00:00.000Z,10.0,10,,,,,,,,,,,,10.0,1
59,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2021,6,2021-02-07T16:00:00.000Z,9.0,9,,,,,,,,,,,,9.0,1
60,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2021,7,2021-02-14T16:00:00.000Z,3.0,3,,,,,,,,,,,,3.0,1
61,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2021,8,2021-02-21T16:00:00.000Z,8.0,8,,,,,,,,,,,,8.0,1
62,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2021,9,2021-02-28T16:00:00.000Z,9.0,9,,,,,,,,,,,,9.0,1
63,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2021,10,2021-03-07T16:00:00.000Z,13.0,13,,,,,,,,,,,,13.0,1
64,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2021,11,2021-03-14T16:00:00.000Z,16.0,16,,,,,,,,,,,,16.0,1
65,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2021,12,2021-03-21T16:00:00.000Z,17.0,17,,,,,,,,,,,,17.0,1
66,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2021,13,2021-03-28T16:00:00.000Z,16.0,16,,,,,,,,,,,,16.0,1
67,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2021,14,2021-04-04T16:00:00.000Z,17.0,17,,,,,,,,,,,,17.0,1
68,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2021,15,2021-04-11T16:00:00.000Z,20.0,20,,,,,,,,,,,,20.0,1
69,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2021,16,2021-04-18T16:00:00.000Z,14.0,14,,,,,,,,,,,,14.0,1
70,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2021,17,2021-04-25T16:00:00.000Z,26.0,26,,,,,,,,,,,,26.0,1
71,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2021,18,2021-05-02T16:00:00.000Z,19.0,19,,,,,,,,,,,,19.0,1
72,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2021,19,2021-05-09T16:00:00.000Z,18.0,18,,,,,,,,,,,,18.0,1
73,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2021,20,2021-05-16T16:00:00.000Z,14.0,14,,,,,,,,,,,,14.0,1
74,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2021,21,2021-05-23T16:00:00.000Z,17.0,17,,,,,,,,,,,,17.0,1
75,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2021,22,2021-05-30T16:00:00.000Z,11.0,11,,,,,,,,,,,,11.0,1
76,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,1,2022-01-02T16:00:00.000Z,29.0,29,,0.0,0.0,,1.0,1.0,,,0.0,,1.0,,1
77,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,2,2022-01-09T16:00:00.000Z,37.0,37,,0.0,0.0,,0.0,,,,0.0,,,,1
78,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,3,2022-01-16T16:00:00.000Z,44.0,44,,0.0,0.0,,0.0,,,,0.0,,,,1
79,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,4,2022-01-23T16:00:00.000Z,55.0,55,,0.0,0.0,,0.0,,,,0.0,,,,1
80,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,5,2022-01-30T16:00:00.000Z,49.0,49,,0.0,0.0,,0.0,,,,0.0,,,,1
81,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,6,2022-02-06T16:00:00.000Z,38.0,38,,0.0,0.0,,1.0,1.0,,,0.0,,1.0,,1
82,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,7,2022-02-13T16:00:00.000Z,41.0,41,,0.0,0.0,,0.0,,,,0.0,,,,1
83,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,8,2022-02-20T16:00:00.000Z,43.0,43,,0.0,0.0,,0.0,,,,0.0,,,,1
84,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,9,2022-02-27T16:00:00.000Z,31.0,31,,0.0,0.0,,0.0,,,,0.0,,,,1
85,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,10,2022-03-06T16:00:00.000Z,22.0,22,,0.0,0.0,,0.0,,,,0.0,,,,1
86,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,11,2022-03-13T16:00:00.000Z,36.0,36,,0.0,0.0,,0.0,,,,0.0,,,,1
87,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,12,2022-03-20T16:00:00.000Z,33.0,33,,0.0,0.0,,0.0,,,,0.0,,,,1
88,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,13,2022-03-27T16:00:00.000Z,25.0,25,,0.0,0.0,,0.0,,,,0.0,,,,1
89,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,14,2022-04-03T16:00:00.000Z,27.0,27,,0.0,0.0,,0.0,,,,0.0,,,,1
90,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,15,2022-04-10T16:00:00.000Z,29.0,29,,0.0,0.0,,0.0,,,,0.0,,,,1
91,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,16,2022-04-17T16:00:00.000Z,27.0,27,,0.0,0.0,,0.0,,,,0.0,,,,1
92,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,17,2022-04-24T16:00:00.000Z,44.0,44,,0.0,0.0,,0.0,,,,0.0,,,,1
93,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,18,2022-05-01T16:00:00.000Z,26.0,26,,0.0,0.0,,0.0,,,,0.0,,,,1
94,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,19,2022-05-08T16:00:00.000Z,37.0,37,,0.0,0.0,,0.0,,,,0.0,,,,1
95,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,20,2022-05-15T16:00:00.000Z,56.0,56,,0.0,0.0,,0.0,,,,0.0,,,,1
96,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,21,2022-05-22T16:00:00.000Z,49.0,49,,0.0,0.0,,0.0,,,,0.0,,,,1
97,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,22,2022-05-29T16:00:00.000Z,46.0,46,,0.0,0.0,,1.0,1.0,,,0.0,,1.0,,1
98,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,23,2022-06-05T16:00:00.000Z,51.0,51,,0.0,0.0,,0.0,,,,0.0,,,,1
99,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,24,2022-06-12T16:00:00.000Z,66.0,66,,0.0,0.0,,0.0,,,,0.0,,,,1
100,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,25,2022-06-19T16:00:00.000Z,66.0,66,,0.0,0.0,,1.0,1.0,,,0.0,,1.0,,1
101,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,26,2022-06-26T16:00:00.000Z,78.0,78,,0.0,0.0,,1.0,1.0,,,0.0,,1.0,,1
102,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,27,2022-07-03T16:00:00.000Z,90.0,90,,0.0,0.0,,2.0,2.0,,,0.0,,2.0,,1
103,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,28,2022-07-10T16:00:00.000Z,74.0,74,,0.0,0.0,,3.0,3.0,,,0.0,,3.0,,1
104,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,29,2022-07-17T16:00:00.000Z,110.0,110,,0.0,0.0,,16.0,16.0,,,0.0,,16.0,,1
105,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,30,2022-07-24T16:00:00.000Z,89.0,89,,0.0,0.0,,9.0,9.0,,,0.0,,9.0,,1
106,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,31,2022-07-31T16:00:00.000Z,81.0,81,,0.0,0.0,,4.0,4.0,,,0.0,,4.0,,1
107,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,32,2022-08-07T16:00:00.000Z,71.0,71,,0.0,0.0,,4.0,4.0,,,0.0,,4.0,,1
108,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,33,2022-08-14T16:00:00.000Z,108.0,108,,0.0,0.0,,4.0,4.0,,,1.0,1.0,5.0,,1
109,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,34,2022-08-21T16:00:00.000Z,79.0,79,,0.0,0.0,,1.0,1.0,,,0.0,,1.0,,1
110,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,35,2022-08-28T16:00:00.000Z,82.0,82,,0.0,0.0,,2.0,2.0,,,0.0,,2.0,,1
111,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,36,2022-09-04T16:00:00.000Z,88.0,88,,0.0,0.0,,2.0,2.0,,,0.0,,2.0,,1
112,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,37,2022-09-11T16:00:00.000Z,92.0,92,,0.0,0.0,,0.0,,,,0.0,,,,1
113,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,38,2022-09-18T16:00:00.000Z,73.0,73,,0.0,0.0,,1.0,1.0,,,0.0,,1.0,,1
114,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,39,2022-09-25T16:00:00.000Z,87.0,87,,0.0,0.0,,1.0,1.0,,,0.0,,1.0,,1
115,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,40,2022-10-02T16:00:00.000Z,70.0,70,,0.0,0.0,,0.0,,,,0.0,,,,1
116,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,41,2022-10-09T16:00:00.000Z,75.0,75,,0.0,0.0,,1.0,1.0,,,0.0,,1.0,,1
117,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,42,2022-10-16T16:00:00.000Z,74.0,74,,0.0,0.0,,0.0,,,,1.0,1.0,1.0,,1
118,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,43,2022-10-23T16:00:00.000Z,71.0,71,,0.0,0.0,,1.0,1.0,,,0.0,,1.0,,1
119,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,44,2022-10-30T16:00:00.000Z,69.0,69,,0.0,0.0,,0.0,,,,0.0,,,,1
120,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,45,2022-11-06T16:00:00.000Z,93.0,93,,0.0,0.0,,1.0,1.0,,,0.0,,1.0,,1
121,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,46,2022-11-13T16:00:00.000Z,92.0,92,,0.0,0.0,,0.0,,,,0.0,,,,1
122,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,47,2022-11-20T16:00:00.000Z,98.0,98,,0.0,0.0,,0.0,,,,0.0,,,,1
123,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,48,2022-11-27T16:00:00.000Z,77.0,77,,0.0,0.0,,0.0,,,,0.0,,,,1
124,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,49,2022-12-04T16:00:00.000Z,79.0,79,,0.0,0.0,,0.0,,,,0.0,,,,1
125,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,50,2022-12-11T16:00:00.000Z,82.0,82,,0.0,0.0,,0.0,,,,2.0,2.0,2.0,,1
126,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,51,2022-12-18T16:00:00.000Z,94.0,94,,0.0,0.0,,1.0,1.0,,,3.0,3.0,4.0,,1
127,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2022,52,2022-12-25T16:00:00.000Z,96.0,96,,0.0,0.0,,1.0,1.0,,,1.0,1.0,2.0,,1
128,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2023,1,2023-01-01T16:00:00.000Z,87.0,87,,0.0,0.0,,0.0,,,,4.0,4.0,4.0,,1
129,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2023,2,2023-01-08T16:00:00.000Z,103.0,103,,0.0,0.0,,1.0,1.0,,,1.0,1.0,2.0,,1
130,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2023,3,2023-01-15T16:00:00.000Z,82.0,82,,0.0,0.0,,1.0,1.0,,,0.0,,1.0,,1
131,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2023,4,2023-01-22T16:00:00.000Z,112.0,112,,0.0,0.0,,1.0,1.0,,,0.0,,1.0,,1
132,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2023,5,2023-01-29T16:00:00.000Z,126.0,126,,0.0,0.0,,0.0,,,,0.0,,,,1
133,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2023,6,2023-02-05T16:00:00.000Z,108.0,108,,0.0,0.0,,1.0,1.0,,,1.0,1.0,2.0,,1
134,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2023,7,2023-02-12T16:00:00.000Z,119.0,119,,0.0,0.0,,1.0,1.0,,,0.0,,1.0,,1
135,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2023,8,2023-02-19T16:00:00.000Z,99.0,99,,0.0,0.0,,3.0,3.0,,,0.0,,3.0,,1
136,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2023,9,2023-02-26T16:00:00.000Z,80.0,80,,0.0,0.0,,3.0,3.0,,,3.0,3.0,6.0,,1
137,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2023,10,2023-03-05T16:00:00.000Z,73.0,73,,0.0,0.0,,2.0,2.0,,,0.0,,2.0,,1
138,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2023,11,2023-03-12T16:00:00.000Z,83.0,83,,0.0,0.0,,0.0,,,,1.0,1.0,1.0,,1
139,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2023,12,2023-03-19T16:00:00.000Z,62.0,62,,0.0,0.0,,1.0,1.0,,,1.0,1.0,2.0,,1
140,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2023,13,2023-03-26T16:00:00.000Z,75.0,75,,0.0,0.0,,3.0,3.0,,,0.0,,3.0,,1
141,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2023,14,2023-04-02T16:00:00.000Z,56.0,56,,0.0,0.0,,4.0,4.0,,,0.0,,4.0,,1
142,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2023,15,2023-04-09T16:00:00.000Z,63.0,63,,0.0,0.0,,0.0,,,,0.0,,,,1
143,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2023,16,2023-04-16T16:00:00.000Z,57.0,57,,0.0,0.0,,4.0,4.0,,,0.0,,4.0,,1
144,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2023,17,2023-04-23T16:00:00.000Z,57.0,57,,0.0,0.0,,2.0,2.0,,,0.0,,2.0,,1
145,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2023,18,2023-04-30T16:00:00.000Z,61.0,61,,0.0,0.0,,3.0,3.0,,,0.0,,3.0,,1
146,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2023,19,2023-05-07T16:00:00.000Z,76.0,76,,2.0,0.0,,0.0,2.0,,,0.0,,2.0,,1
147,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2023,20,2023-05-14T16:00:00.000Z,166.0,166,,5.0,2.0,,0.0,7.0,,,0.0,,7.0,,1
148,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2023,21,2023-05-21T16:00:00.000Z,128.0,128,,2.0,3.0,,4.0,9.0,,,0.0,,9.0,,1
149,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2023,22,2023-05-28T16:00:00.000Z,132.0,132,,2.0,2.0,,0.0,4.0,,,0.0,,4.0,,1
150,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2023,23,2023-06-04T16:00:00.000Z,177.0,177,,6.0,8.0,,1.0,15.0,,,0.0,,15.0,,1
151,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2023,24,2023-06-11T16:00:00.000Z,175.0,175,,3.0,5.0,,0.0,8.0,,,0.0,,8.0,,1
152,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2023,25,2023-06-18T16:00:00.000Z,168.0,168,,3.0,8.0,,0.0,11.0,,,0.0,,11.0,,1
153,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2023,26,2023-06-25T16:00:00.000Z,146.0,146,,8.0,4.0,,0.0,12.0,,,0.0,,12.0,,1
154,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2023,27,2023-07-02T16:00:00.000Z,143.0,143,,5.0,5.0,,0.0,10.0,,,0.0,,10.0,,1
155,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2023,28,2023-07-09T16:00:00.000Z,181.0,181,,5.0,8.0,,0.0,13.0,,,0.0,,13.0,,1
156,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2023,29,2023-07-16T16:00:00.000Z,184.0,184,,6.0,11.0,,0.0,17.0,,,0.0,,17.0,,1
157,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2023,30,2023-07-23T16:00:00.000Z,275.0,275,,20.0,14.0,,1.0,35.0,,,0.0,,35.0,,1
158,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2023,31,2023-07-30T16:00:00.000Z,271.0,271,,19.0,12.0,,0.0,31.0,,,0.0,,31.0,,1
159,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2023,32,2023-08-06T16:00:00.000Z,195.0,195,,10.0,7.0,,0.0,17.0,,,0.0,,17.0,,1
160,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2023,33,2023-08-13T16:00:00.000Z,274.0,274,,23.0,10.0,,0.0,33.0,,,0.0,,33.0,,1
161,WPR,South-East Asia,Malaysia,MYS,NONSENTINEL,2023,34,2023-08-20T16:00:00.000Z,233.0,233,,10.0,9.0,,0.0,19.0,,,0.0,,19.0,,1
